,TMEM,P5_1,J2_1,J2_14,J1AB,T2,Q1_1,Q1_3,Q1_5,Q1_13
2853,5,2,1,2,1,1,2,1,1,1
2854,3,2,1,2,1,3,2,1,1,3
2855,4,2,2,2,1,2,2,1,1,1
2856,2,2,1,2,1,2,2,1,1,1
2857,6,1,1,2,1,2,2,1,1,1
2858,4,2,1,2,1,2,2,1,1,1
2859,4,2,1,2,1,2,2,2,1,1
2860,4,2,1,2,1,2,2,3,1,1
2861,4,2,1,2,1,9,9,9,9,9
2862,3,2,1,2,2,3,2,1,1,1
2863,4,2,1,2,1,2,2,1,1,1
2864,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2865,6,2,1,2,1,1,2,2,3,1
2866,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2867,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2868,6,2,1,2,1,2,2,1,1,1
2869,4,2,1,2,1,2,2,1,1,1
2870,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2871,5,2,1,2,1,2,2,1,1,1
2872,2,2,1,2,1,2,2,1,3,1
2873,5,2,1,2,1,2,2,1,1,1
2874,5,2,1,2,1,1,2,2,1,1
2875,5,2,1,2,1,9,9,9,9,9
2876,3,2,1,2,1,3,2,1,1,1
2877,5,2,1,2,1,2,2,1,1,1
2878,5,2,1,2,1,2,3,1,1,1
2879,5,2,1,2,1,9,9,9,9,9
2880,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2881,10,2,2,2,1,1,2,2,1,1
2882,9,2,1,2,1,2,2,1,1,1
2883,10,2,1,2,1,3,2,1,1,1
2884,3,2,1,2,1,2,2,1,1,1
2885,4,2,1,2,1,2,2,3,1,1
2886,10,2,1,2,1,1,2,2,1,1
2887,5,2,1,2,1,3,2,1,1,1
2888,4,2,1,2,1,2,2,1,1,1
2889,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2890,11,2,1,2,1,2,2,2,1,1
2891,3,2,1,2,1,2,2,1,1,1
2892,12,2,1,2,1,2,2,1,1,1
2893,7,2,1,2,1,2,2,3,1,1
2894,4,2,1,2,2,3,2,3,3,3
2895,7,2,1,2,1,3,2,1,1,1
2896,7,2,1,2,1,1,2,2,1,1
2897,8,2,1,2,1,2,2,3,1,1
2898,6,2,1,2,1,2,2,2,1,1
2899,5,2,1,2,1,9,9,9,9,9
2900,5,2,1,2,1,3,2,1,1,1
2901,6,2,1,2,1,2,2,1,1,1
2902,6,2,1,2,1,2,2,3,1,1
2903,3,2,1,2,1,2,2,1,1,1
2904,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2905,5,2,1,2,1,2,2,1,1,1
2906,6,2,1,2,1,1,2,2,1,1
2907,6,2,1,2,1,2,1,1,1,1
2908,3,2,1,2,1,2,2,2,1,1
2909,6,2,1,2,1,2,2,1,1,1
2910,5,2,1,2,1,2,2,2,1,1
2911,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2912,3,2,1,2,1,2,2,1,1,2
2913,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2914,5,2,1,2,1,2,2,1,1,1
2915,6,2,1,2,1,2,2,1,1,1
2916,7,2,1,2,1,2,2,1,1,1
2917,5,2,1,2,1,2,2,3,1,1
2918,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2919,5,2,1,1,1,2,2,1,1,1
2920,9,2,1,2,1,1,2,2,1,1
2921,9,2,1,2,1,1,2,1,2,1
2922,5,2,1,2,1,2,1,1,1,1
2923,6,2,1,2,1,2,2,1,1,1
2924,5,2,1,2,1,2,2,2,2,1
2925,4,2,1,2,1,1,2,1,1,1
2926,3,2,1,2,2,2,2,1,1,1
2927,3,2,1,2,1,1,2,1,1,1
2928,4,2,1,1,2,3,1,3,2,1
2929,3,2,1,2,2,9,9,9,9,9
2930,4,2,1,2,2,2,2,1,2,1
2931,5,2,1,2,1,2,2,1,2,1
2932,12,2,1,2,1,2,2,2,2,1
2933,12,2,1,2,1,2,2,2,1,1
2934,4,2,1,2,1,3,1,1,1,1
2935,4,2,1,2,1,2,2,1,1,1
2936,3,2,1,2,1,3,1,2,1,1
2937,4,2,1,2,2,1,3,2,1,1
2938,5,2,1,2,1,2,2,2,2,1
2939,4,2,1,2,1,2,2,2,2,1
2940,8,2,1,2,1,1,2,1,1,1
2941,4,2,1,2,1,2,2,2,1,1
2942,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2943,9,2,1,2,2,2,2,1,1,1
2944,2,2,1,2,2,3,2,3,2,1
2945,3,2,1,2,1,3,2,1,2,1
2946,4,2,1,2,1,2,2,2,2,1
2947,6,2,1,2,1,2,1,1,1,1
2948,4,2,1,2,2,1,2,2,2,1
2949,4,2,1,2,2,1,2,1,2,1
2950,4,2,2,2,2,9,9,9,9,9
2951,5,2,1,2,2,2,2,1,1,1
2952,5,2,1,2,1,2,2,1,1,1
2953,5,2,1,2,2,2,2,2,1,1
2954,5,2,1,2,2,3,2,2,3,1
2955,3,2,1,2,1,2,2,2,2,1
2956,4,2,1,2,1,2,2,1,2,1
2957,3,2,1,2,1,2,2,2,2,1
2958,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2959,3,2,1,2,1,2,2,1,2,2
2960,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2961,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2962,4,2,1,2,1,2,2,1,1,1
2963,8,2,1,2,1,2,2,2,1,1
2964,4,2,1,2,1,1,2,1,1,1
2965,5,2,1,2,1,2,2,2,2,1
2966,4,2,1,2,2,3,2,1,1,1
2967,4,2,1,2,1,2,2,1,1,1
2968,4,2,1,2,1,2,2,1,1,1
2969,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2970,2,2,1,2,2,2,2,1,1,1
2971,3,2,1,2,2,2,1,1,1,1
2972,1,2,1,2,2,3,2,1,1,1
2973,4,2,1,2,2,1,2,1,1,1
2974,5,2,1,2,2,2,3,2,2,1
2975,2,2,1,2,2,1,2,1,2,1
2976,3,2,1,2,2,1,1,1,1,2
2977,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2978,8,2,1,2,1,3,2,3,2,1
2979,6,2,1,2,1,2,2,2,1,1
2980,5,2,1,2,1,3,2,1,1,1
2981,2,2,1,2,2,2,2,2,2,1
2982,7,2,1,2,1,2,2,2,1,1
2983,4,2,1,2,1,1,2,1,1,1
2984,4,2,1,2,1,1,2,1,1,1
2985,4,2,1,2,1,2,2,1,1,1
2986,3,2,1,2,2,3,1,2,2,1
2987,8,2,1,2,1,1,2,2,2,1
2988,5,2,1,2,1,2,2,2,2,1
2989,6,2,1,2,1,2,2,2,2,1
2990,3,2,1,2,1,2,3,2,2,1
2991,3,2,1,2,1,3,2,1,1,1
2992,5,2,1,2,1,1,2,2,1,1
2993,8,2,1,2,2,1,2,2,1,1
2994,8,2,1,2,1,3,2,1,1,1
2995,5,2,1,2,1,1,2,2,1,1
2996,4,2,1,2,1,1,2,1,2,1
2997,6,2,1,2,1,2,2,2,2,1
2998,11,2,1,2,1,3,2,2,1,1
2999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3000,5,2,2,2,1,1,2,1,1,1
3001,7,2,1,2,1,2,2,1,1,1
3002,6,2,1,2,2,1,2,1,1,1
3003,5,2,1,2,1,3,2,3,1,1
3004,5,2,1,2,1,1,2,2,2,1
3005,4,2,1,2,2,2,2,1,2,1
3006,6,2,1,2,1,2,2,2,2,2
3007,3,2,1,2,1,2,2,2,1,1
3008,3,2,1,2,1,2,2,2,1,1
3009,10,2,1,2,1,2,2,2,1,1
3010,6,2,1,2,1,3,2,1,1,1
3011,5,2,1,2,2,2,2,1,1,1
3012,4,2,1,2,1,2,3,2,2,1
3013,5,2,1,2,1,2,2,3,2,1
3014,5,2,1,2,1,2,2,1,1,1
3015,4,2,1,2,1,2,3,2,2,1
3016,3,2,1,2,1,9,2,1,1,1
3017,5,2,2,2,1,3,2,1,2,1
3018,4,2,1,2,1,3,2,1,2,1
3019,10,2,1,2,1,3,2,3,2,1
3020,5,2,1,2,1,1,2,1,1,1
3021,6,2,2,2,1,3,2,1,1,1
3022,7,2,1,2,1,1,2,3,3,1
3023,6,2,1,2,1,9,9,9,9,9
3024,4,2,1,2,1,2,2,1,2,2
3025,6,2,1,2,1,2,2,1,1,1
3026,4,2,1,2,1,1,2,2,2,1
3027,5,2,1,2,1,2,2,2,1,1
3028,4,2,1,2,1,3,2,3,3,1
3029,5,2,1,2,2,1,2,2,1,1
3030,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3031,8,2,1,2,1,9,9,9,9,9
3032,8,2,1,2,1,1,1,1,1,1
3033,7,2,1,2,1,2,2,2,3,1
3034,4,2,2,2,1,2,2,1,2,1
3035,4,2,1,2,1,9,9,9,9,9
3036,5,2,1,2,1,3,2,3,2,1
3037,5,2,1,2,1,2,2,2,1,1
3038,6,2,1,2,1,3,2,1,2,1
3039,5,2,1,2,1,2,2,3,2,1
3040,12,2,1,2,1,2,2,1,1,1
3041,8,2,1,2,1,2,2,2,2,1
3042,5,2,1,2,1,1,2,2,2,2
3043,5,2,1,2,2,3,2,1,1,1
3044,3,2,1,2,1,3,2,1,1,1
3045,5,2,1,2,1,2,2,2,2,1
3046,5,2,1,2,1,2,2,2,1,1
3047,4,2,1,2,1,2,2,1,2,1
3048,6,2,1,2,1,1,2,1,1,1
3049,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3050,3,2,1,2,1,1,3,2,1,1
3051,5,2,1,2,1,2,2,1,2,1
3052,4,2,1,2,1,3,2,2,1,1
3053,5,2,1,2,1,3,2,2,3,1
3054,3,2,1,2,2,2,2,1,1,1
3055,5,2,1,2,1,2,2,1,2,1
3056,12,2,1,2,1,2,1,2,1,1
3057,7,2,1,2,1,2,2,2,2,1
3058,6,2,1,2,1,3,2,2,1,1
3059,5,2,1,2,1,2,2,3,1,1
3060,5,2,1,2,1,9,9,9,9,9
3061,3,2,1,2,2,2,2,1,1,1
3062,5,2,1,2,1,2,2,2,2,1
3063,5,2,1,2,1,1,2,1,1,1
3064,4,2,1,2,2,2,2,2,2,2
3065,4,2,1,2,1,1,2,1,3,2
3066,4,2,1,1,1,3,2,3,1,1
3067,3,2,1,2,2,3,2,3,1,3
3068,4,2,1,2,2,3,2,2,2,1
3069,5,2,1,2,1,2,2,2,1,2
3070,4,2,1,2,1,2,2,1,3,1
3071,2,2,1,2,1,2,2,2,2,1
3072,5,2,1,2,1,2,2,2,2,1
3073,5,2,2,2,1,1,3,1,1,1
3074,4,2,1,2,1,3,2,1,2,2
3075,6,2,1,2,1,2,3,1,1,2
3076,5,2,1,2,2,9,9,9,9,9
3077,4,2,1,2,1,2,1,1,1,1
3078,2,2,1,2,1,2,2,2,1,1
3079,3,2,1,2,1,1,2,2,2,1
3080,5,2,1,2,1,2,2,1,3,1
3081,10,2,1,2,1,1,2,1,2,2
3082,6,2,1,2,1,2,2,1,1,1
3083,5,2,1,2,1,2,2,3,2,1
3084,4,2,1,2,2,3,2,1,2,1
3085,4,2,1,2,2,2,2,1,1,1
3086,8,1,1,2,1,1,2,2,2,1
3087,11,2,1,2,1,2,2,1,2,1
3088,5,2,1,2,1,2,2,1,1,2
3089,5,2,1,2,1,2,2,2,1,1
3090,4,2,1,2,1,2,2,1,2,1
3091,4,2,1,2,1,2,2,2,1,1
3092,7,2,1,2,1,2,1,1,1,1
3093,4,2,2,2,2,2,2,1,1,2
3094,5,2,1,2,1,2,2,2,2,1
3095,4,2,1,2,2,1,2,2,1,1
3096,4,2,2,2,1,1,3,1,1,2
3097,3,2,1,2,1,2,2,2,1,1
3098,3,2,1,2,1,3,2,2,2,1
3099,2,2,1,2,1,1,2,2,2,1
3100,3,2,1,2,1,2,2,1,1,1
3101,4,2,1,2,1,2,2,2,2,1
3102,4,2,1,2,2,2,2,1,2,1
3103,4,2,1,2,2,2,2,2,1,1
3104,3,2,1,2,2,2,2,1,1,1
3105,8,2,1,2,1,2,2,1,1,1
3106,5,1,1,2,1,9,9,9,9,9
3107,4,2,1,2,1,2,1,2,2,1
3108,4,2,1,2,1,1,2,2,2,1
3109,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3110,4,2,1,2,2,1,1,2,1,1
3111,4,2,1,2,1,2,2,1,1,1
3112,4,2,1,2,2,2,1,1,2,1
3113,3,2,1,2,1,1,2,2,1,2
3114,4,2,1,1,1,3,2,2,2,1
3115,3,2,1,2,1,2,2,2,2,1
3116,2,2,1,2,2,2,1,1,1,1
3117,2,2,1,2,2,9,9,9,9,9
3118,4,2,1,2,2,2,2,1,1,1
3119,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3120,4,2,1,2,1,2,2,1,1,1
3121,3,2,1,2,1,2,2,1,1,1
3122,6,2,1,2,2,2,2,2,1,1
3123,5,2,1,2,1,3,2,2,1,1
3124,4,2,1,2,1,2,2,2,2,1
3125,3,2,1,2,1,2,3,1,1,1
3126,4,2,1,2,1,9,9,9,9,9
3127,5,2,1,2,1,2,2,1,1,1
3128,8,2,1,2,1,2,2,1,1,1
3129,7,2,1,2,1,2,2,2,1,1
3130,5,2,1,2,1,3,2,1,1,1
3131,4,2,1,2,1,2,2,2,2,1
3132,5,2,1,2,1,2,2,1,1,1
3133,4,2,2,2,1,2,2,2,2,1
3134,7,2,1,2,2,3,2,2,1,1
3135,6,2,2,2,1,2,2,1,2,1
3136,5,2,1,2,1,2,2,2,1,1
3137,10,2,2,2,1,2,2,1,1,1
3138,9,1,1,2,1,2,2,2,1,2
3139,10,1,1,2,1,2,2,1,1,1
3140,5,2,1,2,1,9,2,1,1,1
3141,8,2,1,2,1,2,2,2,2,1
3142,8,2,1,2,1,2,2,2,2,1
3143,7,2,2,2,1,2,2,1,1,1
3144,8,2,1,2,1,1,2,1,1,1
3145,6,2,2,2,1,2,2,1,2,1
3146,5,2,2,2,1,2,3,1,1,1
3147,4,2,1,2,1,2,2,2,1,1
3148,6,2,1,2,1,3,2,1,1,1
3149,12,2,1,2,1,3,2,1,1,1
3150,7,2,1,2,1,2,2,2,1,1
3151,6,2,2,2,1,2,1,1,1,1
3152,5,2,2,2,1,1,2,1,1,1
3153,5,2,2,2,1,1,2,2,1,1
3154,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3155,11,2,2,2,1,2,2,1,1,1
3156,7,2,1,2,1,2,2,2,3,1
3157,6,2,1,2,2,2,2,2,1,2
3158,11,2,1,2,1,2,2,1,2,1
3159,3,2,2,2,1,2,3,3,1,1
3160,7,2,1,2,1,1,2,1,1,1
3161,4,2,1,2,1,2,2,3,2,1
3162,5,2,1,2,1,1,2,1,1,1
3163,5,2,1,2,1,2,2,2,1,1
3164,8,2,1,2,1,2,2,2,2,1
3165,7,2,1,2,1,2,2,1,2,1
3166,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3167,5,2,1,2,1,3,2,2,2,1
3168,10,2,1,2,1,2,2,3,1,1
3169,5,2,1,2,2,2,2,1,1,1
3170,5,1,1,2,1,2,2,2,1,1
3171,5,2,1,2,1,2,2,1,1,1
3172,3,2,2,2,1,2,2,1,1,1
3173,4,2,2,2,1,2,2,2,2,1
3174,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3175,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3176,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3177,6,2,1,2,1,2,2,1,1,1
3178,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3179,9,2,1,2,1,2,2,2,2,1
3180,7,2,1,2,1,2,2,1,1,1
3181,9,2,1,2,2,3,3,2,1,1
3182,6,2,1,2,1,1,2,2,1,1
3183,5,2,1,2,1,2,2,2,2,1
3184,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3185,5,2,1,2,1,2,2,2,2,2
3186,6,2,1,2,1,2,2,2,1,1
3187,7,2,1,2,1,2,2,2,1,1
3188,12,2,1,2,1,2,2,1,1,1
3189,3,2,1,2,1,1,1,1,1,1
3190,7,2,1,2,1,2,2,1,1,2
3191,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3192,8,2,2,2,2,2,2,1,1,1
3193,6,2,1,2,1,2,2,2,1,1
3194,7,2,1,2,1,2,1,1,1,1
3195,6,1,1,2,1,2,3,1,1,1
3196,6,2,1,2,1,2,2,1,1,1
3197,3,2,1,2,1,1,2,1,1,2
3198,6,2,1,2,1,3,1,2,1,1
3199,6,2,1,2,2,1,2,1,2,1
3200,5,2,2,2,1,2,2,1,1,3
3201,4,2,1,2,1,2,1,1,2,1
3202,6,2,1,2,1,2,2,1,1,1
3203,6,2,1,2,1,2,2,1,1,1
3204,9,2,1,2,1,2,2,3,1,1
3205,12,2,1,2,1,1,1,1,1,1
3206,4,2,1,2,1,1,2,1,2,3
3207,6,2,1,1,1,2,2,1,1,1
3208,4,2,1,2,1,3,2,2,2,1
3209,5,2,1,2,1,3,1,2,1,1
3210,5,2,1,2,1,2,2,1,2,1
3211,5,2,2,2,1,2,2,2,1,1
3212,10,2,1,2,1,2,3,1,3,1
3213,9,2,1,2,1,2,3,3,1,1
3214,7,2,1,2,2,2,2,1,2,1
3215,10,1,2,2,1,2,2,2,1,1
3216,7,2,1,2,1,2,3,1,1,1
3217,6,1,1,2,1,2,2,1,1,1
3218,10,2,1,2,1,2,2,3,1,1
3219,5,2,1,2,1,3,2,1,2,1
3220,5,2,1,2,1,3,3,1,1,1
3221,6,2,1,2,2,2,2,2,1,1
3222,3,2,1,2,1,2,2,1,1,1
3223,5,2,1,2,1,2,2,1,1,1
3224,12,2,1,2,1,2,2,2,2,1
3225,5,2,1,2,1,2,2,2,2,1
3226,2,2,1,2,1,2,3,3,1,1
3227,8,1,1,2,1,3,2,2,2,1
3228,9,2,1,2,1,2,2,1,2,1
3229,6,2,1,2,1,2,2,1,1,1
3230,6,2,1,2,1,2,3,2,1,1
3231,3,2,1,2,1,2,2,2,1,1
3232,4,2,1,2,1,2,2,1,1,1
3233,6,2,2,2,1,2,2,2,1,1
3234,6,1,1,2,1,2,2,3,1,1
3235,5,2,1,2,1,2,2,1,1,1
3236,4,2,1,2,1,9,9,9,9,9
3237,10,2,1,2,1,2,2,1,1,1
3238,4,2,1,2,1,2,2,1,1,1
3239,10,2,1,2,1,1,1,1,2,1
3240,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3241,5,2,1,2,1,3,2,2,2,1
3242,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3243,4,2,1,2,2,1,2,2,1,1
3244,10,2,1,2,1,2,2,1,1,1
3245,5,2,2,2,1,2,2,1,1,3
3246,5,2,1,2,1,2,2,2,1,1
3247,6,2,1,2,1,2,2,3,2,1
3248,6,2,1,2,1,1,3,1,1,1
3249,5,2,1,2,1,2,2,1,2,1
3250,2,2,2,2,1,2,2,1,1,1
3251,5,2,1,2,1,2,2,2,2,1
3252,4,2,1,2,1,2,2,1,2,1
3253,5,1,1,2,1,2,2,1,1,2
3254,6,2,1,2,1,2,2,2,1,1
3255,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3256,6,2,1,2,1,2,3,1,1,1
3257,7,2,2,2,1,9,2,2,1,1
3258,7,2,1,2,1,2,2,1,2,2
3259,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3260,4,2,1,2,1,2,2,2,3,1
3261,9,2,1,2,1,2,2,1,1,1
3262,7,2,1,2,1,2,2,2,1,1
3263,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3264,7,2,1,2,2,2,2,1,1,1
3265,8,2,1,2,1,2,2,1,2,1
3266,6,2,1,2,1,2,2,1,1,2
3267,6,2,2,2,1,1,2,3,1,2
3268,5,2,1,2,1,2,2,1,1,1
3269,5,2,1,2,1,1,3,1,1,1
3270,4,2,1,2,2,2,2,1,1,1
3271,7,1,1,2,1,2,3,1,1,1
3272,5,2,1,2,1,2,2,1,1,2
3273,5,2,2,2,1,2,2,2,2,1
3274,12,2,1,2,1,3,2,3,2,1
3275,12,2,2,2,1,2,2,2,1,1
3276,7,2,2,2,1,3,2,1,1,1
3277,8,2,1,2,1,2,2,1,1,1
3278,8,1,1,2,1,2,2,2,1,1
3279,5,1,1,2,1,2,2,1,3,1
3280,4,2,1,2,1,2,2,1,1,2
3281,8,2,1,2,1,2,2,1,1,1
3282,12,2,1,2,1,2,2,1,2,3
3283,7,2,1,2,2,2,2,1,1,1
3284,5,2,1,2,1,2,2,1,1,1
3285,3,2,1,2,1,3,2,1,2,1
3286,8,2,1,2,1,2,2,1,1,1
3287,5,1,1,2,1,1,2,1,1,2
3288,4,2,1,2,1,3,1,2,1,2
3289,7,2,1,2,1,3,1,1,1,1
3290,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3291,7,2,1,2,1,2,2,1,1,1
3292,3,2,2,2,1,2,2,3,1,1
3293,5,2,1,2,1,2,2,1,1,1
3294,6,2,1,2,1,3,3,1,1,1
3295,6,2,1,2,1,2,2,1,1,1
3296,7,2,1,2,1,2,1,1,1,1
3297,4,2,1,2,1,2,2,2,1,1
3298,8,2,1,2,1,2,2,2,1,1
3299,5,2,1,2,1,2,2,1,1,1
3300,8,2,1,2,1,3,2,2,1,1
3301,5,1,1,2,1,2,2,1,1,1
3302,5,2,2,2,1,2,2,1,1,1
3303,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3304,4,2,1,2,1,9,9,9,9,9
3305,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3306,7,2,1,2,1,2,2,1,1,1
3307,5,2,2,2,1,2,2,1,1,1
3308,4,2,1,2,1,9,9,9,9,9
3309,7,1,1,2,1,1,2,2,2,1
3310,7,2,1,2,1,2,2,1,1,1
3311,8,2,1,2,1,2,2,1,1,1
3312,5,2,1,2,1,2,2,1,1,1
3313,9,2,1,2,1,2,2,1,1,1
3314,7,2,1,2,1,1,2,2,2,1
3315,7,2,1,2,1,2,2,1,1,1
3316,8,2,1,2,1,3,2,2,2,1
3317,4,1,1,2,1,2,2,1,1,2
3318,5,2,2,2,1,2,1,1,1,1
3319,6,2,1,2,1,2,2,1,3,1
3320,4,2,1,2,1,2,2,1,1,1
3321,7,2,1,2,1,2,2,1,1,1
3322,6,2,1,2,1,3,2,2,1,1
3323,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3324,6,2,1,2,1,2,2,1,1,1
3325,6,2,2,2,1,3,2,2,1,1
3326,8,2,1,2,1,2,2,1,1,1
3327,7,2,1,2,1,2,2,1,3,1
3328,5,2,1,2,1,2,3,1,1,1
3329,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3330,5,2,1,2,1,2,2,1,1,1
3331,4,2,2,2,1,2,2,1,1,1
3332,6,2,2,2,1,2,2,1,1,1
3333,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3334,12,2,1,2,1,2,2,1,1,1
3335,9,2,1,2,1,2,2,2,1,2
3336,7,2,2,2,1,2,2,2,1,1
3337,7,2,1,2,1,2,2,2,2,1
3338,6,1,2,2,1,2,1,1,1,1
3339,7,2,2,2,1,2,2,1,1,1
3340,4,2,1,2,1,1,2,1,1,1
3341,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3342,6,2,1,2,1,2,2,1,1,1
3343,6,2,1,2,1,2,2,2,1,2
3344,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3345,7,2,1,2,1,2,2,2,2,1
3346,3,2,2,2,1,2,2,1,1,1
3347,12,2,1,2,1,1,2,2,2,1
3348,6,2,2,2,1,2,2,2,2,1
3349,4,2,1,2,1,2,2,3,1,1
3350,12,2,1,2,1,3,2,2,2,1
3351,5,2,1,2,1,9,9,9,9,9
3352,6,2,2,2,1,2,2,1,1,1
3353,5,2,1,2,1,1,2,2,1,1
3354,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3355,4,2,1,2,2,2,2,2,2,2
3356,4,2,1,2,2,2,2,2,1,1
3357,5,2,1,2,1,2,2,2,1,1
3358,2,2,1,2,2,2,2,1,1,1
3359,3,2,1,2,2,2,2,1,1,1
3360,3,2,1,2,1,2,2,1,2,1
3361,4,2,1,2,1,2,2,2,1,1
3362,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3363,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3364,4,2,1,2,1,2,2,2,2,2
3365,6,2,1,2,1,9,9,9,9,9
3366,5,2,1,2,1,2,2,2,1,1
3367,6,2,1,2,1,2,2,2,1,1
3368,5,2,1,2,1,2,2,2,1,1
3369,4,2,1,2,1,2,2,2,2,1
3370,4,2,1,2,2,2,2,1,1,1
3371,4,2,1,2,2,2,9,9,9,9
3372,4,2,1,2,2,2,1,1,1,1
3373,10,2,1,2,1,2,2,2,1,1
3374,4,2,1,2,1,2,2,2,1,1
3375,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3376,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3377,5,2,1,2,2,1,2,1,1,1
3378,3,2,1,2,1,2,2,2,1,1
3379,3,2,1,2,2,2,2,1,1,1
3380,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3381,5,2,1,2,1,2,2,2,2,1
3382,5,2,1,1,1,2,2,1,1,1
3383,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3384,4,2,1,2,1,2,2,2,1,1
3385,4,2,1,2,2,1,9,9,9,9
3386,5,2,1,2,2,2,2,2,1,1
3387,6,2,1,2,2,2,2,1,1,1
3388,8,2,1,2,1,2,2,2,2,2
3389,4,2,1,2,2,2,2,2,1,1
3390,6,2,1,2,1,2,2,2,1,1
3391,6,2,1,2,1,2,2,2,1,1
3392,6,2,1,2,1,2,2,1,2,1
3393,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3394,9,2,1,2,1,2,2,2,2,1
3395,4,2,1,2,2,2,2,2,1,1
3396,9,2,1,2,1,2,2,2,1,1
3397,5,2,1,2,2,2,2,2,2,1
3398,5,2,1,2,1,2,2,2,2,1
3399,6,2,1,2,2,2,2,2,2,2
3400,4,2,1,2,1,2,2,2,1,1
3401,3,2,1,2,2,2,2,1,1,1
3402,6,1,1,2,2,1,2,3,1,1
3403,3,2,1,2,2,2,2,2,1,1
3404,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3405,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3406,6,2,1,2,1,2,2,2,1,1
3407,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3408,3,2,1,2,1,2,2,2,2,1
3409,5,2,1,2,1,2,2,1,1,1
3410,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3411,5,2,1,2,1,1,2,2,1,1
